,time,temperature_2m (°C),relativehumidity_2m (%),apparent_temperature (°C),surface_pressure (hPa),precipitation (mm),cloudcover (%),windspeed_10m (km/h)
4050,2016-06-17T18:00,21.8,64,21.0,996.8,0.0,0,15.4
4051,2016-06-17T19:00,21.0,67,20.2,996.8,0.0,0,15.3
4052,2016-06-17T20:00,20.0,69,19.3,996.9,0.0,2,14.2
4053,2016-06-17T21:00,19.2,72,18.5,997.1,0.0,0,13.7
4054,2016-06-17T22:00,18.7,74,18.0,998.4,0.0,0,13.8
4055,2016-06-17T23:00,18.5,75,17.8,999.1,0.0,2,13.7
4056,2016-06-18T00:00,18.2,77,17.7,998.9,0.0,1,12.0
4057,2016-06-18T01:00,17.7,79,17.8,999.1,0.0,0,8.4
4058,2016-06-18T02:00,17.8,77,17.9,999.3,0.0,0,7.2
4059,2016-06-18T03:00,17.5,79,17.6,999.1,0.0,4,7.6
4060,2016-06-18T04:00,17.7,78,17.8,999.7,0.0,10,7.7
4061,2016-06-18T05:00,17.5,80,18.6,1000.1,0.0,23,1.1
4062,2016-06-18T06:00,17.2,82,17.9,1001.1,0.0,28,3.9
4063,2016-06-18T07:00,18.4,81,19.6,1001.2,0.0,25,3.9
4064,2016-06-18T08:00,20.0,75,21.3,1002.0,0.0,12,3.3
4065,2016-06-18T09:00,21.1,73,22.4,1002.1,0.0,1,5.2
4066,2016-06-18T10:00,22.3,70,24.8,1002.3,0.0,24,4.3
4067,2016-06-18T11:00,23.5,65,26.8,1002.7,0.0,24,4.7
4068,2016-06-18T12:00,24.3,63,27.6,1002.7,0.0,19,8.0
4069,2016-06-18T13:00,24.6,62,28.0,1002.9,0.0,5,9.9
4070,2016-06-18T14:00,24.9,61,28.1,1002.6,0.0,25,10.7
4071,2016-06-18T15:00,25.0,60,27.5,1002.4,0.0,30,11.9
4072,2016-06-18T16:00,25.0,60,26.7,1001.8,0.0,29,12.0
4073,2016-06-18T17:00,24.7,61,26.2,1001.2,0.0,29,8.0
4074,2016-06-18T18:00,24.2,64,25.3,1001.1,0.0,30,8.7
4075,2016-06-18T19:00,23.4,66,24.4,1001.4,0.0,29,9.3
4076,2016-06-18T20:00,22.6,66,23.2,1001.3,0.0,30,9.9
4077,2016-06-18T21:00,22.1,67,22.4,1001.5,0.0,28,11.5
4078,2016-06-18T22:00,21.8,69,22.1,1002.0,0.0,29,11.6
4079,2016-06-18T23:00,21.6,70,22.2,1001.9,0.0,29,9.8
4080,2016-06-19T00:00,21.4,73,22.4,1002.2,0.0,26,8.3
4081,2016-06-19T01:00,21.3,75,22.3,1002.1,0.0,24,9.0
4082,2016-06-19T02:00,21.5,76,22.5,1001.7,0.0,15,9.5
4083,2016-06-19T03:00,21.0,76,21.9,1001.8,0.0,4,9.8
4084,2016-06-19T04:00,20.7,75,21.2,1001.5,0.0,7,10.7
4085,2016-06-19T05:00,20.6,73,20.9,1001.9,0.0,12,10.5
4086,2016-06-19T06:00,20.5,73,20.8,1002.1,0.0,14,10.5
4087,2016-06-19T07:00,21.3,71,21.5,1002.4,0.0,23,12.4
4088,2016-06-19T08:00,22.6,67,23.2,1002.7,0.0,38,10.5
4089,2016-06-19T09:00,23.8,64,24.6,1002.8,0.0,64,10.9
4090,2016-06-19T10:00,25.2,61,26.6,1002.6,0.0,50,10.2
4091,2016-06-19T11:00,26.4,58,28.5,1002.5,0.0,59,10.3
4092,2016-06-19T12:00,27.4,54,30.1,1002.0,0.0,48,11.3
4093,2016-06-19T13:00,28.3,51,31.0,1001.6,0.0,29,12.4
4094,2016-06-19T14:00,28.6,54,31.6,1000.8,0.0,38,13.4
4095,2016-06-19T15:00,28.9,52,31.4,1000.5,0.0,10,13.7
4096,2016-06-19T16:00,29.2,51,31.2,999.9,0.0,5,13.8
4097,2016-06-19T17:00,29.5,49,30.7,999.7,0.0,0,13.5
4098,2016-06-19T18:00,29.7,47,30.3,999.4,0.0,1,13.6
4099,2016-06-19T19:00,29.6,48,30.8,999.4,0.0,1,9.7
4100,2016-06-19T20:00,28.9,50,30.5,998.3,0.0,1,7.2
4101,2016-06-19T21:00,27.4,57,29.2,998.1,0.0,0,7.6
4102,2016-06-19T22:00,26.7,60,28.0,998.6,0.0,3,12.0
4103,2016-06-19T23:00,26.4,63,27.5,998.6,0.0,22,15.3
4104,2016-06-20T00:00,25.9,68,26.9,998.4,0.0,28,18.4
4105,2016-06-20T01:00,25.5,70,26.3,998.3,0.0,26,20.3
4106,2016-06-20T02:00,25.1,76,26.1,998.1,0.0,29,21.7
4107,2016-06-20T03:00,24.9,76,25.6,998.1,0.0,27,22.7
4108,2016-06-20T04:00,24.7,75,25.0,998.2,0.0,20,23.7
4109,2016-06-20T05:00,24.5,75,25.1,998.2,0.0,30,21.3
4110,2016-06-20T06:00,24.3,75,24.8,997.9,0.0,28,21.3
4111,2016-06-20T07:00,24.6,74,25.4,997.7,0.0,30,20.0
4112,2016-06-20T08:00,25.3,71,26.3,997.6,0.0,58,18.9
4113,2016-06-20T09:00,26.1,67,26.7,997.5,0.0,85,20.4
4114,2016-06-20T10:00,26.8,63,26.9,997.1,0.0,36,23.6
4115,2016-06-20T11:00,27.5,60,27.3,996.8,0.0,14,26.1
4116,2016-06-20T12:00,28.6,57,29.4,996.6,0.0,7,26.9
4117,2016-06-20T13:00,29.3,56,30.8,996.5,0.0,34,26.5
4118,2016-06-20T14:00,28.4,66,30.5,996.1,0.0,62,24.2
4119,2016-06-20T15:00,27.4,69,28.5,995.6,0.1,84,23.1
4120,2016-06-20T16:00,27.6,69,28.8,995.1,0.0,61,22.3
4121,2016-06-20T17:00,28.3,66,30.2,994.1,0.0,8,18.4
4122,2016-06-20T18:00,28.7,63,30.5,993.7,0.0,8,17.6
4123,2016-06-20T19:00,28.7,63,31.0,993.9,0.0,15,14.5
4124,2016-06-20T20:00,27.9,64,31.1,994.2,0.0,21,6.5
4125,2016-06-20T21:00,25.9,65,28.0,994.6,0.0,23,8.0
4126,2016-06-20T22:00,23.4,67,24.1,995.3,0.0,1,11.9
4127,2016-06-20T23:00,22.1,65,22.1,995.7,0.0,1,11.9
4128,2016-06-21T00:00,21.4,65,21.6,995.8,0.0,0,9.1
4129,2016-06-21T01:00,20.9,67,21.2,995.8,0.0,0,7.6
4130,2016-06-21T02:00,20.2,68,20.2,995.6,0.0,0,8.7
4131,2016-06-21T03:00,20.0,66,19.3,995.4,0.0,0,11.7
4132,2016-06-21T04:00,19.8,65,18.8,995.0,0.0,0,13.7
4133,2016-06-21T05:00,19.5,67,18.8,995.5,0.0,0,11.5
4134,2016-06-21T06:00,19.2,70,18.9,995.6,0.0,0,9.9
4135,2016-06-21T07:00,19.7,69,19.6,995.2,0.0,0,8.9
4136,2016-06-21T08:00,20.4,66,20.4,995.5,0.0,0,8.3
4137,2016-06-21T09:00,21.2,61,21.0,995.4,0.0,0,8.4
4138,2016-06-21T10:00,22.0,56,22.4,995.6,0.0,0,8.4
4139,2016-06-21T11:00,22.7,53,23.7,995.5,0.0,0,9.2
4140,2016-06-21T12:00,23.2,52,24.8,995.2,0.0,0,9.4
4141,2016-06-21T13:00,23.4,53,25.7,994.8,0.0,0,8.7
4142,2016-06-21T14:00,23.3,56,26.0,994.2,0.0,0,7.8
4143,2016-06-21T15:00,23.5,57,25.9,993.3,0.0,0,8.2
4144,2016-06-21T16:00,23.9,57,25.5,992.9,0.0,0,9.4
4145,2016-06-21T17:00,24.3,56,24.6,992.2,0.0,0,12.4
4146,2016-06-21T18:00,24.5,55,24.2,991.5,0.0,0,13.7
4147,2016-06-21T19:00,24.6,56,24.6,991.5,0.0,0,12.3
4148,2016-06-21T20:00,24.5,57,24.8,991.5,0.0,0,9.8
4149,2016-06-21T21:00,24.1,56,24.5,991.9,0.0,0,8.0
4150,2016-06-21T22:00,23.4,56,23.6,992.2,0.0,0,8.4
4151,2016-06-21T23:00,22.6,59,23.0,992.4,0.0,20,6.4
4152,2016-06-22T00:00,21.8,62,22.1,992.2,0.0,40,7.6
4153,2016-06-22T01:00,21.5,62,21.7,992.0,0.0,40,6.9
4154,2016-06-22T02:00,20.6,79,21.9,991.6,0.0,17,6.8
4155,2016-06-22T03:00,19.8,83,21.1,991.3,0.0,31,7.2
4156,2016-06-22T04:00,19.8,82,21.1,991.6,0.0,47,6.8
4157,2016-06-22T05:00,20.3,73,20.8,992.2,0.0,31,9.4
4158,2016-06-22T06:00,20.5,70,20.3,992.6,0.0,44,12.3
4159,2016-06-22T07:00,20.6,70,20.7,992.8,0.5,56,10.2
4160,2016-06-22T08:00,19.6,80,20.2,991.8,0.5,56,10.2
4161,2016-06-22T09:00,19.2,84,20.6,991.3,2.1,69,5.5
4162,2016-06-22T10:00,18.6,87,19.2,992.5,6.7,66,11.5
4163,2016-06-22T11:00,19.2,84,19.4,993.4,3.2,97,14.2
4164,2016-06-22T12:00,20.1,81,20.7,991.5,0.2,59,12.2
4165,2016-06-22T13:00,21.2,79,22.5,991.5,0.0,100,11.7
4166,2016-06-22T14:00,22.7,79,24.9,991.6,0.2,100,9.9
4167,2016-06-22T15:00,22.9,80,25.5,991.0,0.5,92,6.2
4168,2016-06-22T16:00,23.6,79,26.4,990.0,0.0,54,5.9
4169,2016-06-22T17:00,23.6,80,25.6,990.4,0.0,100,12.7
4170,2016-06-22T18:00,22.9,85,25.3,988.6,0.4,100,9.8
4171,2016-06-22T19:00,21.4,91,23.1,988.2,4.0,100,14.1
4172,2016-06-22T20:00,20.3,95,21.7,987.8,6.4,100,14.9
4173,2016-06-22T21:00,20.0,96,22.3,987.4,0.1,100,9.1
4174,2016-06-22T22:00,20.0,97,22.6,987.6,5.1,100,7.0
4175,2016-06-22T23:00,20.0,97,22.0,988.0,5.9,100,11.0
4176,2016-06-23T00:00,20.0,98,21.6,987.9,0.5,100,14.1
4177,2016-06-23T01:00,20.0,98,21.9,987.6,0.0,82,11.7
4178,2016-06-23T02:00,20.2,96,22.7,987.4,0.0,19,8.0
4179,2016-06-23T03:00,19.9,98,22.7,987.5,0.0,19,5.6
4180,2016-06-23T04:00,19.5,99,22.1,987.9,0.0,21,6.2
4181,2016-06-23T05:00,19.3,99,22.2,987.6,0.0,46,3.8
4182,2016-06-23T06:00,19.2,98,21.9,987.9,0.0,34,4.0
4183,2016-06-23T07:00,19.3,97,21.3,988.6,0.0,73,8.3
4184,2016-06-23T08:00,19.7,94,21.3,989.4,0.0,89,11.0
4185,2016-06-23T09:00,20.5,91,22.2,990.4,0.0,100,11.0
4186,2016-06-23T10:00,21.4,88,23.6,990.8,0.0,93,8.7
4187,2016-06-23T11:00,22.4,84,25.5,991.3,0.1,78,7.2
4188,2016-06-23T12:00,23.1,81,26.4,991.4,0.4,71,7.3
4189,2016-06-23T13:00,23.5,80,27.2,991.5,0.2,92,8.6
4190,2016-06-23T14:00,21.9,82,23.8,991.7,0.0,79,9.1
4191,2016-06-23T15:00,21.9,81,23.4,991.8,0.0,90,11.3
4192,2016-06-23T16:00,21.6,81,23.0,991.8,0.0,38,14.2
4193,2016-06-23T17:00,20.7,82,21.2,991.9,0.0,32,14.7
4194,2016-06-23T18:00,19.9,81,19.9,991.8,0.0,30,15.2
4195,2016-06-23T19:00,19.2,79,19.0,992.4,0.0,35,14.4
4196,2016-06-23T20:00,18.6,79,17.9,992.5,0.0,13,15.1
4197,2016-06-23T21:00,18.0,80,17.1,992.7,0.0,7,15.9
4198,2016-06-23T22:00,17.7,80,16.8,993.6,0.0,28,15.7
4199,2016-06-23T23:00,17.6,79,16.6,994.0,0.0,36,15.3
4200,2016-06-24T00:00,17.4,79,16.6,994.5,0.0,48,14.1
4201,2016-06-24T01:00,17.4,79,16.9,994.8,0.0,17,12.0
4202,2016-06-24T02:00,18.1,86,18.4,994.8,0.0,9,10.8
4203,2016-06-24T03:00,18.2,87,18.8,994.5,0.0,2,9.8
4204,2016-06-24T04:00,18.2,88,19.2,994.6,0.0,2,7.9
4205,2016-06-24T05:00,18.1,89,19.4,994.9,0.0,2,6.3
4206,2016-06-24T06:00,18.1,90,19.3,995.4,0.0,12,6.3
4207,2016-06-24T07:00,18.8,87,20.1,996.1,0.0,21,6.6
4208,2016-06-24T08:00,19.8,83,21.1,996.7,0.0,24,7.6
4209,2016-06-24T09:00,20.7,81,22.0,997.2,0.0,2,9.1
4210,2016-06-24T10:00,21.6,77,23.5,997.3,0.0,0,9.4
4211,2016-06-24T11:00,22.3,75,24.7,997.8,0.0,4,10.8
4212,2016-06-24T12:00,22.8,73,25.3,998.2,0.0,14,10.9
4213,2016-06-24T13:00,23.1,73,25.8,997.9,0.0,35,10.4
4214,2016-06-24T14:00,23.5,72,26.5,997.9,0.0,91,9.0
4215,2016-06-24T15:00,23.3,72,25.7,997.5,0.0,23,10.0
4216,2016-06-24T16:00,23.2,71,24.7,997.4,0.0,8,12.1
4217,2016-06-24T17:00,22.9,70,23.7,996.7,0.0,2,11.5
4218,2016-06-24T18:00,22.5,70,23.1,996.2,0.0,7,11.7
4219,2016-06-24T19:00,22.0,72,22.8,996.4,0.0,24,10.2
4220,2016-06-24T20:00,21.5,74,22.4,996.4,0.0,44,9.2
4221,2016-06-24T21:00,21.1,75,21.9,996.4,0.0,43,10.4
4222,2016-06-24T22:00,21.0,77,21.8,997.1,0.0,45,10.9
4223,2016-06-24T23:00,20.9,79,21.8,997.2,0.0,28,10.9
4224,2016-06-25T00:00,20.8,80,21.9,997.3,0.0,20,10.1
4225,2016-06-25T01:00,20.7,80,21.6,997.4,0.0,8,10.9
4226,2016-06-25T02:00,20.6,81,21.5,997.1,0.0,6,11.6
4227,2016-06-25T03:00,20.4,80,20.9,997.2,0.0,8,12.6
4228,2016-06-25T04:00,20.2,79,20.4,997.2,0.0,2,13.2
4229,2016-06-25T05:00,19.9,78,20.2,997.4,0.0,0,11.7
4230,2016-06-25T06:00,19.8,78,20.0,997.9,0.0,5,12.1
4231,2016-06-25T07:00,20.4,76,20.6,997.8,0.0,15,12.7
4232,2016-06-25T08:00,21.4,73,21.9,998.2,0.0,5,11.7
4233,2016-06-25T09:00,22.6,70,23.2,998.4,0.0,1,11.8
4234,2016-06-25T10:00,23.8,68,25.1,998.0,0.0,0,13.4
4235,2016-06-25T11:00,25.0,67,27.2,997.7,0.0,4,14.8
4236,2016-06-25T12:00,26.1,65,29.4,997.3,0.0,11,13.4
4237,2016-06-25T13:00,27.1,64,31.3,997.0,0.0,14,11.5
4238,2016-06-25T14:00,28.1,63,32.6,996.5,0.0,8,10.9
4239,2016-06-25T15:00,28.7,63,32.9,996.4,0.0,0,12.5
4240,2016-06-25T16:00,29.1,62,32.3,995.8,0.0,1,14.8
4241,2016-06-25T17:00,29.3,61,31.9,995.6,0.0,33,13.3
4242,2016-06-25T18:00,29.2,62,31.8,994.6,0.0,14,11.8
4243,2016-06-25T19:00,28.7,64,31.1,994.6,0.0,21,14.3
4244,2016-06-25T20:00,27.9,67,29.8,994.3,0.0,35,17.3
4245,2016-06-25T21:00,27.3,69,29.3,994.6,0.0,41,16.1
4246,2016-06-25T22:00,26.7,71,28.8,995.0,0.0,37,15.5
4247,2016-06-25T23:00,26.1,73,28.2,995.1,0.0,36,14.8
4248,2016-06-26T00:00,25.5,75,27.4,994.6,0.0,33,16.2
4249,2016-06-26T01:00,25.2,77,26.9,994.6,0.0,22,17.4
4250,2016-06-26T02:00,25.0,83,27.0,994.3,0.0,17,18.9
4251,2016-06-26T03:00,24.8,85,26.8,993.8,0.0,26,20.2
4252,2016-06-26T04:00,24.7,87,27.1,994.4,0.0,36,18.4
4253,2016-06-26T05:00,24.4,90,27.2,993.6,0.0,50,17.2
4254,2016-06-26T06:00,24.2,91,27.4,994.9,0.0,84,14.6
4255,2016-06-26T07:00,24.5,89,27.3,995.8,0.0,100,16.9
4256,2016-06-26T08:00,25.0,86,27.6,995.7,0.0,66,18.0
4257,2016-06-26T09:00,26.1,81,30.0,995.7,0.0,85,9.4
4258,2016-06-26T10:00,27.2,76,31.8,995.0,0.0,59,7.1
4259,2016-06-26T11:00,28.0,73,32.6,994.8,0.0,59,10.9
4260,2016-06-26T12:00,28.8,70,34.3,995.7,0.0,34,9.0
4261,2016-06-26T13:00,28.9,71,33.4,995.8,0.2,49,12.9
4262,2016-06-26T14:00,27.6,72,32.2,995.6,0.0,49,12.4
4263,2016-06-26T15:00,27.7,68,32.0,995.4,0.0,38,11.6
4264,2016-06-26T16:00,27.4,65,29.8,994.4,0.0,30,11.5
4265,2016-06-26T17:00,26.9,66,29.3,993.7,0.0,23,10.0
4266,2016-06-26T18:00,26.7,67,29.5,994.1,0.0,27,7.7
4267,2016-06-26T19:00,26.7,70,30.0,994.7,0.0,29,6.4
4268,2016-06-26T20:00,26.3,73,29.8,994.4,0.0,30,6.4
4269,2016-06-26T21:00,25.9,74,29.0,994.6,0.0,30,7.9
4270,2016-06-26T22:00,25.5,73,27.9,995.3,0.0,30,10.5
4271,2016-06-26T23:00,25.0,70,26.7,995.5,0.0,30,12.0
4272,2016-06-27T00:00,24.6,67,25.7,995.9,0.0,25,12.3
4273,2016-06-27T01:00,24.3,63,25.0,996.1,0.0,23,11.5
4274,2016-06-27T02:00,23.1,67,23.7,996.0,0.0,4,11.5
4275,2016-06-27T03:00,22.5,68,22.9,995.7,0.0,0,12.6
4276,2016-06-27T04:00,22.2,70,22.4,995.6,0.0,0,14.1
4277,2016-06-27T05:00,21.9,72,22.1,995.9,0.0,0,14.8
4278,2016-06-27T06:00,21.7,75,22.2,995.9,0.0,0,13.1
4279,2016-06-27T07:00,22.3,74,23.0,995.6,0.0,0,13.0
4280,2016-06-27T08:00,23.6,70,24.5,996.1,0.0,0,12.9
4281,2016-06-27T09:00,24.9,65,25.8,996.2,0.0,0,13.1
4282,2016-06-27T10:00,26.0,61,27.4,995.8,0.0,0,13.7
4283,2016-06-27T11:00,27.1,58,29.4,995.9,0.0,0,13.7
4284,2016-06-27T12:00,28.1,54,30.5,995.9,0.0,1,15.5
4285,2016-06-27T13:00,29.2,49,31.4,995.7,0.0,2,17.8
4286,2016-06-27T14:00,30.0,46,31.5,995.0,0.0,26,20.2
4287,2016-06-27T15:00,29.9,44,30.4,994.9,0.0,2,21.2
4288,2016-06-27T16:00,28.9,47,29.1,994.4,0.0,0,20.9
4289,2016-06-27T17:00,26.6,57,27.2,994.8,0.0,12,16.6
4290,2016-06-27T18:00,24.0,69,25.2,994.6,0.0,1,12.2
4291,2016-06-27T19:00,22.1,76,23.1,995.6,0.0,14,12.6
4292,2016-06-27T20:00,20.9,78,21.5,996.2,0.0,21,12.5
4293,2016-06-27T21:00,20.3,78,20.8,996.3,0.0,32,11.3
4294,2016-06-27T22:00,20.0,78,20.8,996.8,0.0,31,8.4
4295,2016-06-27T23:00,19.9,77,20.9,997.1,0.0,29,6.1
4296,2016-06-28T00:00,19.6,79,20.6,997.5,0.0,61,6.9
4297,2016-06-28T01:00,19.3,81,19.9,997.4,0.0,100,9.7
4298,2016-06-28T02:00,19.5,81,19.6,997.6,0.0,100,14.1
4299,2016-06-28T03:00,18.7,85,18.3,997.8,0.0,100,17.3
4300,2016-06-28T04:00,17.9,86,17.0,998.1,0.0,73,19.6
4301,2016-06-28T05:00,17.4,84,16.4,998.4,0.0,39,17.3
4302,2016-06-28T06:00,17.0,82,16.0,999.1,0.0,14,15.5
4303,2016-06-28T07:00,17.0,79,15.7,999.4,0.0,8,16.1
4304,2016-06-28T08:00,17.2,76,15.8,999.8,0.0,32,16.4
4305,2016-06-28T09:00,17.3,75,15.8,999.9,0.0,44,16.2
4306,2016-06-28T10:00,17.5,73,15.9,1000.1,0.0,66,16.2
4307,2016-06-28T11:00,17.6,72,15.7,1000.5,0.0,68,18.3
4308,2016-06-28T12:00,17.8,71,16.1,1000.7,0.0,75,20.5
4309,2016-06-28T13:00,17.9,70,16.0,1000.8,0.0,36,20.5
4310,2016-06-28T14:00,17.5,68,16.7,1000.4,0.0,11,18.9
4311,2016-06-28T15:00,17.6,67,16.7,1000.4,0.0,11,18.5
4312,2016-06-28T16:00,17.7,66,16.3,1000.0,0.0,0,18.4
4313,2016-06-28T17:00,17.5,64,15.0,999.7,0.0,1,18.5
4314,2016-06-28T18:00,17.2,61,15.0,999.3,0.0,1,14.7
4315,2016-06-28T19:00,17.1,60,15.1,999.2,0.0,4,11.9
4316,2016-06-28T20:00,16.8,61,15.1,998.9,0.0,7,9.8
4317,2016-06-28T21:00,16.5,63,15.2,998.7,0.0,3,7.5
4318,2016-06-28T22:00,16.3,66,15.2,998.7,0.0,0,7.3
4319,2016-06-28T23:00,16.0,68,14.8,998.3,0.0,0,8.5
4320,2016-06-29T00:00,15.5,72,15.3,998.5,0.0,0,2.2
4321,2016-06-29T01:00,14.9,76,14.4,998.9,0.0,0,4.5
4322,2016-06-29T02:00,14.8,84,14.3,999.4,0.0,3,7.2
4323,2016-06-29T03:00,14.7,86,13.9,999.6,0.0,1,9.9
4324,2016-06-29T04:00,14.7,87,14.0,999.2,0.0,0,10.3
4325,2016-06-29T05:00,14.7,89,14.4,998.8,0.0,0,7.9
4326,2016-06-29T06:00,14.7,90,14.6,998.9,0.0,0,6.9
4327,2016-06-29T07:00,15.7,87,15.8,999.0,0.0,0,7.0
4328,2016-06-29T08:00,17.0,80,17.3,999.2,0.0,0,5.8
4329,2016-06-29T09:00,18.0,72,17.8,999.5,0.0,0,7.3
4330,2016-06-29T10:00,18.7,67,19.3,999.7,0.0,0,7.2
4331,2016-06-29T11:00,19.3,63,20.5,999.2,0.0,9,8.1
4332,2016-06-29T12:00,19.8,60,21.3,999.0,0.0,16,8.0
4333,2016-06-29T13:00,20.2,58,22.2,999.0,0.0,24,7.4
4334,2016-06-29T14:00,21.8,50,23.3,998.7,0.0,28,7.6
4335,2016-06-29T15:00,21.9,50,22.9,998.1,0.0,41,7.5
4336,2016-06-29T16:00,22.1,51,22.2,997.9,0.0,40,8.3
4337,2016-06-29T17:00,22.1,50,21.2,997.4,0.0,16,9.1
4338,2016-06-29T18:00,22.3,48,20.8,996.7,0.0,12,11.2
4339,2016-06-29T19:00,22.4,45,20.8,996.7,0.0,24,10.8
4340,2016-06-29T20:00,22.0,45,20.8,996.6,0.0,20,7.5
4341,2016-06-29T21:00,21.3,48,20.1,996.5,0.0,1,7.9
4342,2016-06-29T22:00,20.6,53,19.6,997.0,0.0,10,8.3
4343,2016-06-29T23:00,20.0,57,19.7,997.0,0.0,8,3.8
4344,2016-06-30T00:00,19.3,61,19.3,997.0,0.0,16,3.6
4345,2016-06-30T01:00,18.8,64,18.7,996.6,0.0,14,4.6
4346,2016-06-30T02:00,18.0,79,18.5,996.3,0.0,3,5.9
4347,2016-06-30T03:00,17.3,84,17.9,995.9,0.0,0,6.1
4348,2016-06-30T04:00,16.7,87,17.2,995.6,0.0,0,6.9
4349,2016-06-30T05:00,16.6,88,16.8,995.4,0.0,4,8.6
4350,2016-06-30T06:00,16.5,88,16.9,995.7,0.0,4,7.4
4351,2016-06-30T07:00,18.1,84,18.7,995.2,0.0,1,7.9
4352,2016-06-30T08:00,19.9,74,20.3,996.5,0.0,33,8.4
4353,2016-06-30T09:00,21.4,64,21.4,996.3,0.0,51,8.9
4354,2016-06-30T10:00,22.5,55,22.2,996.2,0.0,95,11.6
4355,2016-06-30T11:00,23.4,49,23.3,996.1,0.0,98,12.4
4356,2016-06-30T12:00,24.2,44,24.9,995.4,0.0,92,11.8
4357,2016-06-30T13:00,25.0,40,25.4,995.2,0.0,47,14.2
4358,2016-06-30T14:00,24.6,42,22.6,994.4,0.0,44,15.8
4359,2016-06-30T15:00,24.7,43,24.0,993.8,0.0,42,14.0
4360,2016-06-30T16:00,24.9,44,24.7,993.4,0.0,34,13.6
4361,2016-06-30T17:00,24.9,47,23.8,992.9,0.0,14,14.0
4362,2016-06-30T18:00,24.8,49,24.1,991.9,0.0,5,12.4
4363,2016-06-30T19:00,24.5,52,23.9,992.4,0.0,29,12.6
4364,2016-06-30T20:00,23.7,57,23.9,992.5,0.0,100,8.9
4365,2016-06-30T21:00,23.1,61,23.6,991.9,0.0,100,7.6
4366,2016-06-30T22:00,22.6,64,23.4,992.0,0.0,100,7.4
4367,2016-06-30T23:00,22.2,67,23.1,991.8,0.1,100,7.1
4368,2016-07-01T00:00,21.0,74,22.3,991.8,1.1,100,6.0
4369,2016-07-01T01:00,19.8,85,21.2,991.5,2.7,100,8.0
4370,2016-07-01T02:00,19.8,85,20.9,991.5,0.2,69,10.2
4371,2016-07-01T03:00,19.4,85,19.8,991.8,0.1,31,13.7
4372,2016-07-01T04:00,19.0,88,19.1,992.1,0.0,11,16.3
4373,2016-07-01T05:00,18.5,91,18.9,993.1,0.0,2,13.9
4374,2016-07-01T06:00,17.9,92,17.9,994.0,0.0,5,15.7
4375,2016-07-01T07:00,17.8,90,17.4,994.9,0.0,12,17.3
4376,2016-07-01T08:00,17.5,88,16.4,995.9,0.0,33,20.6
4377,2016-07-01T09:00,17.6,85,16.1,996.4,0.0,62,22.2
4378,2016-07-01T10:00,17.7,80,15.9,996.8,0.0,67,21.8
4379,2016-07-01T11:00,17.8,77,16.7,997.4,0.0,49,20.1
4380,2016-07-01T12:00,17.8,75,16.4,997.8,0.0,57,18.9
4381,2016-07-01T13:00,17.8,74,17.2,998.1,0.0,74,17.7
4382,2016-07-01T14:00,18.4,73,18.4,998.3,0.0,62,17.6
4383,2016-07-01T15:00,18.3,73,17.8,998.6,0.0,79,17.6
4384,2016-07-01T16:00,18.0,72,17.1,998.6,0.0,83,18.4
4385,2016-07-01T17:00,17.7,70,16.5,998.7,0.0,19,16.0
4386,2016-07-01T18:00,17.4,67,15.5,998.5,0.0,0,15.6
4387,2016-07-01T19:00,17.3,63,15.0,998.5,0.0,0,15.8
4388,2016-07-01T20:00,17.1,62,15.0,999.0,0.0,0,13.1
4389,2016-07-01T21:00,16.9,62,15.4,999.1,0.0,7,9.7
4390,2016-07-01T22:00,16.3,69,15.8,999.6,0.0,29,5.0
4391,2016-07-01T23:00,16.7,66,16.1,999.8,0.0,30,4.8
4392,2016-07-02T00:00,16.4,71,15.9,999.9,0.0,27,5.4
4393,2016-07-02T01:00,16.1,75,16.1,1000.0,0.0,20,3.6
4394,2016-07-02T02:00,15.9,81,16.0,999.8,0.0,24,4.4
4395,2016-07-02T03:00,15.3,86,15.6,999.8,0.0,25,4.3
4396,2016-07-02T04:00,15.7,86,16.0,999.1,0.0,30,5.5
4397,2016-07-02T05:00,15.5,88,15.8,999.4,0.0,47,5.9
4398,2016-07-02T06:00,16.3,85,17.0,999.6,0.0,60,3.3
4399,2016-07-02T07:00,16.3,87,17.5,1000.5,0.0,77,1.1
4400,2016-07-02T08:00,17.1,81,17.8,1000.2,0.0,81,3.1
4401,2016-07-02T09:00,17.9,71,18.2,1000.8,0.0,82,3.4
4402,2016-07-02T10:00,19.1,58,18.7,1000.8,0.0,67,3.9
4403,2016-07-02T11:00,20.1,48,19.5,1000.8,0.0,46,6.4
4404,2016-07-02T12:00,20.8,43,20.2,1000.6,0.0,36,7.7
4405,2016-07-02T13:00,21.5,40,21.5,1000.2,0.0,30,8.7
4406,2016-07-02T14:00,21.8,45,22.0,1000.2,0.0,30,7.9
4407,2016-07-02T15:00,22.1,43,22.1,999.8,0.0,30,6.4
4408,2016-07-02T16:00,22.2,43,21.3,999.6,0.0,30,6.1
4409,2016-07-02T17:00,22.1,44,20.6,998.9,0.0,30,8.7
4410,2016-07-02T18:00,21.9,45,20.6,998.9,0.0,30,8.0
4411,2016-07-02T19:00,21.8,46,20.7,998.9,0.0,30,6.9
4412,2016-07-02T20:00,21.5,47,20.7,998.8,0.0,30,5.2
4413,2016-07-02T21:00,21.0,50,20.0,998.6,0.0,30,6.7
4414,2016-07-02T22:00,20.1,55,19.4,999.1,0.0,30,6.6
