,time,temperature_2m (°C),relativehumidity_2m (%),apparent_temperature (°C),surface_pressure (hPa),precipitation (mm),cloudcover (%),windspeed_10m (km/h)
0,2016-01-01T00:00,-4.0,71,-10.4,1002.8,0.0,14,22.5
1,2016-01-01T01:00,-3.9,72,-10.5,1002.3,0.0,20,23.9
2,2016-01-01T02:00,-3.6,71,-10.3,1001.8,0.0,10,24.7
3,2016-01-01T03:00,-3.9,71,-10.6,1001.6,0.0,14,24.3
4,2016-01-01T04:00,-4.5,73,-11.2,1001.4,0.0,20,24.8
5,2016-01-01T05:00,-5.1,75,-11.8,1001.0,0.0,21,24.6
6,2016-01-01T06:00,-5.7,76,-12.2,1000.8,0.0,32,22.1
7,2016-01-01T07:00,-6.1,76,-12.4,1000.8,0.0,61,21.1
8,2016-01-01T08:00,-6.2,75,-13.1,1000.7,0.0,82,25.2
9,2016-01-01T09:00,-6.1,75,-13.1,1000.9,0.0,90,25.6
10,2016-01-01T10:00,-5.7,74,-12.6,1001.5,0.0,90,25.2
11,2016-01-01T11:00,-5.0,72,-11.9,1001.9,0.0,90,25.3
12,2016-01-01T12:00,-4.2,69,-11.0,1001.7,0.0,90,24.6
13,2016-01-01T13:00,-3.4,66,-10.0,1000.9,0.0,90,23.9
14,2016-01-01T14:00,-2.1,65,-8.7,1000.1,0.0,100,24.0
15,2016-01-01T15:00,-1.4,65,-8.1,999.5,0.0,100,25.2
16,2016-01-01T16:00,-0.8,65,-7.4,999.1,0.0,62,25.1
17,2016-01-01T17:00,-0.7,67,-6.7,999.2,0.0,51,21.1
18,2016-01-01T18:00,-0.7,69,-6.8,999.1,0.0,52,21.7
19,2016-01-01T19:00,-0.7,71,-6.8,998.9,0.0,52,22.7
20,2016-01-01T20:00,-0.5,72,-6.8,998.5,0.0,32,23.9
21,2016-01-01T21:00,-0.6,72,-6.8,998.2,0.0,1,23.4
22,2016-01-01T22:00,-0.9,73,-7.0,998.1,0.0,1,22.4
23,2016-01-01T23:00,-1.4,73,-7.4,998.1,0.0,1,21.4
24,2016-01-02T00:00,-2.0,74,-7.9,998.2,0.0,5,20.6
25,2016-01-02T01:00,-2.5,75,-8.4,998.1,0.0,1,20.2
26,2016-01-02T02:00,-2.2,75,-7.9,998.1,0.0,5,19.4
27,2016-01-02T03:00,-2.5,75,-8.2,998.4,0.0,11,18.8
28,2016-01-02T04:00,-3.0,77,-8.5,998.4,0.0,14,17.7
29,2016-01-02T05:00,-3.2,78,-8.6,998.3,0.0,25,16.7
30,2016-01-02T06:00,-3.6,80,-8.7,998.3,0.0,11,14.8
31,2016-01-02T07:00,-3.8,81,-8.9,998.3,0.0,8,14.8
32,2016-01-02T08:00,-4.0,81,-9.1,998.7,0.0,2,14.5
33,2016-01-02T09:00,-4.1,80,-9.3,998.8,0.0,2,14.5
34,2016-01-02T10:00,-3.7,78,-8.9,998.7,0.0,0,15.0
35,2016-01-02T11:00,-2.9,74,-8.3,998.8,0.0,0,16.1
36,2016-01-02T12:00,-1.9,71,-7.4,998.3,0.0,0,17.9
37,2016-01-02T13:00,-0.8,68,-6.6,997.2,0.0,0,19.9
38,2016-01-02T14:00,0.2,64,-5.8,996.1,0.0,0,21.4
39,2016-01-02T15:00,1.0,62,-5.1,995.0,0.0,0,22.5
40,2016-01-02T16:00,1.4,63,-4.9,994.4,0.0,0,23.8
41,2016-01-02T17:00,1.1,66,-4.7,994.1,0.0,0,20.6
42,2016-01-02T18:00,0.5,70,-5.4,993.7,0.0,0,22.2
43,2016-01-02T19:00,0.2,73,-6.1,993.2,0.0,0,24.3
44,2016-01-02T20:00,0.0,74,-6.5,992.9,0.0,0,26.5
45,2016-01-02T21:00,-0.2,74,-6.9,992.2,0.0,0,27.6
46,2016-01-02T22:00,-0.7,74,-7.2,993.2,0.0,0,25.5
47,2016-01-02T23:00,-1.8,73,-8.1,993.2,0.0,0,23.1
48,2016-01-03T00:00,-2.5,73,-8.7,993.0,0.0,0,22.0
49,2016-01-03T01:00,-3.0,74,-9.1,993.4,0.0,0,21.4
50,2016-01-03T02:00,-2.8,74,-8.8,993.2,0.0,0,20.9
51,2016-01-03T03:00,-2.9,75,-8.9,993.8,0.0,0,20.3
52,2016-01-03T04:00,-3.0,77,-8.9,994.2,0.0,2,20.0
53,2016-01-03T05:00,-2.8,78,-8.3,995.0,0.0,11,17.6
54,2016-01-03T06:00,-2.3,79,-7.7,995.1,0.0,20,17.4
55,2016-01-03T07:00,-1.9,78,-7.2,995.9,0.0,28,17.0
56,2016-01-03T08:00,-1.6,76,-7.1,996.6,0.0,36,18.3
57,2016-01-03T09:00,-1.3,74,-6.7,997.3,0.0,62,17.9
58,2016-01-03T10:00,-0.9,72,-6.5,998.3,0.0,70,19.2
59,2016-01-03T11:00,-0.5,69,-6.5,999.0,0.0,53,22.1
60,2016-01-03T12:00,-0.3,68,-6.2,999.4,0.0,86,21.0
61,2016-01-03T13:00,-0.3,67,-6.2,999.7,0.0,86,20.4
62,2016-01-03T14:00,-0.5,63,-6.4,999.8,0.0,81,20.2
63,2016-01-03T15:00,-0.6,60,-6.4,1000.0,0.0,76,18.7
64,2016-01-03T16:00,-0.9,58,-6.6,1000.3,0.0,90,17.7
65,2016-01-03T17:00,-1.2,59,-6.6,1001.1,0.0,89,15.9
66,2016-01-03T18:00,-1.4,61,-6.9,1001.8,0.0,86,16.3
67,2016-01-03T19:00,-1.7,63,-7.4,1002.4,0.0,89,18.2
68,2016-01-03T20:00,-1.9,63,-7.8,1002.9,0.0,89,18.8
69,2016-01-03T21:00,-2.1,62,-7.9,1003.2,0.0,90,18.4
70,2016-01-03T22:00,-2.2,63,-7.9,1003.2,0.0,86,17.1
71,2016-01-03T23:00,-2.3,63,-7.9,1003.6,0.0,89,17.2
72,2016-01-04T00:00,-2.4,65,-8.0,1003.5,0.0,78,17.1
73,2016-01-04T01:00,-2.5,66,-8.0,1003.5,0.0,67,16.9
74,2016-01-04T02:00,-2.0,70,-7.9,1003.3,0.0,34,19.6
75,2016-01-04T03:00,-2.1,73,-8.2,1003.9,0.0,48,21.6
76,2016-01-04T04:00,-2.2,75,-8.4,1004.2,0.0,69,22.5
77,2016-01-04T05:00,-2.4,78,-8.2,1004.6,0.0,61,20.0
78,2016-01-04T06:00,-2.6,81,-8.6,1005.2,0.0,50,21.1
79,2016-01-04T07:00,-2.9,82,-8.8,1005.9,0.0,66,21.1
80,2016-01-04T08:00,-3.1,80,-9.0,1006.6,0.0,48,20.9
81,2016-01-04T09:00,-2.9,77,-8.9,1007.6,0.0,29,21.1
82,2016-01-04T10:00,-2.1,73,-8.3,1008.5,0.0,53,22.4
83,2016-01-04T11:00,-1.0,67,-7.1,1009.3,0.0,61,21.7
84,2016-01-04T12:00,-0.5,66,-6.8,1009.5,0.0,79,23.3
85,2016-01-04T13:00,-0.8,64,-7.0,1009.5,0.0,86,22.2
86,2016-01-04T14:00,-1.1,60,-7.2,1009.7,0.0,88,20.4
87,2016-01-04T15:00,-1.3,59,-7.1,1009.8,0.0,86,18.4
88,2016-01-04T16:00,-1.4,58,-7.0,1010.4,0.0,79,16.6
89,2016-01-04T17:00,-1.7,59,-6.6,1011.0,0.0,81,12.4
90,2016-01-04T18:00,-1.8,60,-6.4,1011.6,0.0,85,9.8
91,2016-01-04T19:00,-2.0,60,-6.4,1011.9,0.0,69,8.9
92,2016-01-04T20:00,-2.1,60,-6.5,1012.0,0.0,72,8.0
93,2016-01-04T21:00,-2.3,61,-6.5,1012.1,0.0,88,6.6
94,2016-01-04T22:00,-2.4,60,-6.4,1012.4,0.0,71,5.5
95,2016-01-04T23:00,-2.5,60,-6.5,1012.6,0.0,79,5.4
96,2016-01-05T00:00,-2.7,60,-7.0,1012.5,0.0,88,7.4
97,2016-01-05T01:00,-2.7,60,-7.3,1012.3,0.0,86,9.2
98,2016-01-05T02:00,-3.1,66,-7.9,1011.9,0.0,68,11.8
99,2016-01-05T03:00,-3.5,67,-8.5,1012.3,0.0,51,13.0
100,2016-01-05T04:00,-3.9,68,-9.3,1012.1,0.0,9,14.9
101,2016-01-05T05:00,-4.3,69,-9.8,1012.2,0.0,1,16.1
102,2016-01-05T06:00,-4.5,70,-10.1,1012.2,0.0,0,16.3
103,2016-01-05T07:00,-4.7,71,-10.3,1012.7,0.0,2,16.6
104,2016-01-05T08:00,-4.8,73,-10.4,1012.9,0.0,11,16.6
105,2016-01-05T09:00,-4.7,74,-10.4,1013.0,0.0,27,17.3
106,2016-01-05T10:00,-4.0,71,-9.8,1012.8,0.0,27,18.7
107,2016-01-05T11:00,-2.8,68,-8.7,1012.8,0.0,25,19.2
108,2016-01-05T12:00,-1.4,64,-7.3,1012.1,0.0,23,19.1
109,2016-01-05T13:00,-0.3,60,-6.3,1011.1,0.0,41,21.0
110,2016-01-05T14:00,0.6,59,-5.3,1009.7,0.0,90,20.6
111,2016-01-05T15:00,1.1,57,-4.7,1009.0,0.0,94,20.0
112,2016-01-05T16:00,1.3,56,-4.4,1008.2,0.0,36,19.0
113,2016-01-05T17:00,1.1,58,-4.0,1008.1,0.0,29,14.8
114,2016-01-05T18:00,0.2,65,-4.6,1007.4,0.0,26,13.3
115,2016-01-05T19:00,-0.4,70,-5.4,1007.5,0.0,21,14.8
116,2016-01-05T20:00,-0.8,71,-6.0,1007.3,0.0,22,16.2
117,2016-01-05T21:00,-1.2,72,-6.5,1007.0,0.0,25,16.9
118,2016-01-05T22:00,-1.5,72,-6.8,1006.8,0.0,16,16.9
119,2016-01-05T23:00,-1.7,72,-7.0,1006.9,0.0,11,16.3
120,2016-01-06T00:00,-2.0,72,-7.3,1006.6,0.0,25,16.2
121,2016-01-06T01:00,-2.2,71,-7.6,1006.4,0.0,29,16.5
122,2016-01-06T02:00,-2.4,73,-7.9,1005.9,0.0,29,17.5
123,2016-01-06T03:00,-2.3,71,-8.1,1006.1,0.0,29,18.9
124,2016-01-06T04:00,-2.3,70,-8.0,1005.7,0.0,28,18.3
125,2016-01-06T05:00,-2.3,69,-7.9,1005.4,0.0,21,17.7
126,2016-01-06T06:00,-2.3,69,-7.8,1005.0,0.0,30,16.7
127,2016-01-06T07:00,-2.4,69,-7.9,1005.5,0.0,30,16.7
128,2016-01-06T08:00,-2.5,69,-7.8,1005.2,0.0,29,15.8
129,2016-01-06T09:00,-2.3,68,-7.7,1005.0,0.0,28,15.9
130,2016-01-06T10:00,-1.6,66,-6.9,1004.9,0.0,15,15.7
131,2016-01-06T11:00,-0.4,62,-5.9,1004.9,0.0,10,17.1
132,2016-01-06T12:00,1.0,59,-4.5,1004.4,0.0,28,17.4
133,2016-01-06T13:00,2.0,57,-3.4,1003.1,0.0,61,17.2
134,2016-01-06T14:00,2.5,57,-2.7,1002.1,0.0,79,16.8
135,2016-01-06T15:00,3.1,58,-2.0,1001.5,0.0,87,16.1
136,2016-01-06T16:00,3.0,62,-1.5,1001.5,0.0,61,12.5
137,2016-01-06T17:00,2.5,66,-1.3,1001.1,0.0,77,8.6
138,2016-01-06T18:00,1.8,70,-2.2,1001.0,0.0,48,9.7
139,2016-01-06T19:00,1.4,73,-2.9,1000.9,0.0,71,12.0
140,2016-01-06T20:00,1.2,73,-3.3,1001.1,0.0,70,13.0
141,2016-01-06T21:00,1.0,74,-3.7,1000.8,0.0,50,14.5
142,2016-01-06T22:00,0.8,74,-4.1,1000.7,0.0,44,15.9
143,2016-01-06T23:00,0.5,75,-4.4,1000.8,0.0,25,15.8
144,2016-01-07T00:00,0.5,74,-4.5,1000.6,0.0,35,16.2
145,2016-01-07T01:00,0.3,73,-4.8,1000.4,0.0,64,16.3
146,2016-01-07T02:00,0.7,71,-4.2,999.8,0.0,100,15.6
147,2016-01-07T03:00,0.9,70,-3.9,999.5,0.0,59,14.1
148,2016-01-07T04:00,0.9,69,-3.7,999.2,0.0,78,12.6
149,2016-01-07T05:00,0.9,69,-3.3,998.5,0.0,76,10.4
150,2016-01-07T06:00,0.9,69,-3.2,998.0,0.0,98,9.8
151,2016-01-07T07:00,1.0,68,-3.1,998.3,0.0,100,9.6
152,2016-01-07T08:00,1.1,69,-2.9,998.2,0.0,100,9.0
153,2016-01-07T09:00,1.1,69,-3.1,998.3,0.0,100,10.5
154,2016-01-07T10:00,1.3,69,-3.3,998.6,0.0,100,12.9
155,2016-01-07T11:00,1.6,67,-2.9,998.2,0.0,100,12.0
156,2016-01-07T12:00,1.9,65,-2.4,997.7,0.0,100,11.2
157,2016-01-07T13:00,2.3,64,-1.8,996.6,0.0,100,9.8
158,2016-01-07T14:00,3.4,67,-0.7,996.2,0.0,100,11.3
159,2016-01-07T15:00,3.9,67,-0.1,995.4,0.0,100,10.5
160,2016-01-07T16:00,4.0,68,0.2,995.1,0.0,100,9.9
161,2016-01-07T17:00,4.0,69,0.4,994.8,0.0,100,8.3
162,2016-01-07T18:00,4.0,70,0.2,994.6,0.0,87,10.0
163,2016-01-07T19:00,3.9,71,-0.1,994.6,0.0,84,11.6
164,2016-01-07T20:00,3.7,72,-0.5,994.2,0.0,91,13.3
165,2016-01-07T21:00,3.5,73,-0.8,994.1,0.0,90,14.0
166,2016-01-07T22:00,3.3,75,-0.8,993.8,0.0,90,13.1
167,2016-01-07T23:00,3.2,77,-0.7,993.5,0.0,91,11.7
168,2016-01-08T00:00,3.1,79,-0.8,992.7,0.0,91,12.0
169,2016-01-08T01:00,2.9,81,-1.2,992.5,0.0,93,13.5
170,2016-01-08T02:00,3.2,78,-1.1,991.7,0.0,99,14.4
171,2016-01-08T03:00,3.1,81,-1.0,991.4,0.0,100,13.7
172,2016-01-08T04:00,3.1,84,-0.9,990.7,0.0,100,13.6
173,2016-01-08T05:00,3.2,86,-0.4,989.8,0.0,100,11.2
174,2016-01-08T06:00,3.2,88,-0.7,989.5,0.0,100,13.1
175,2016-01-08T07:00,3.1,90,-0.9,989.0,0.0,100,14.6
176,2016-01-08T08:00,2.9,91,-1.1,988.8,0.0,100,14.3
177,2016-01-08T09:00,2.9,92,-0.9,988.7,0.0,100,13.5
178,2016-01-08T10:00,3.3,93,-0.3,988.4,0.9,100,12.5
179,2016-01-08T11:00,3.7,94,0.3,988.1,0.9,100,11.8
180,2016-01-08T12:00,4.3,94,1.1,987.4,0.6,100,11.3
181,2016-01-08T13:00,4.8,94,1.7,986.2,1.1,100,11.6
182,2016-01-08T14:00,4.8,97,1.8,985.5,0.8,100,11.3
183,2016-01-08T15:00,4.9,98,1.9,984.9,0.2,100,12.0
184,2016-01-08T16:00,5.2,99,2.0,984.8,0.4,100,13.0
185,2016-01-08T17:00,5.2,99,2.6,984.8,0.4,100,9.5
186,2016-01-08T18:00,5.2,99,2.5,984.9,0.4,100,10.6
187,2016-01-08T19:00,5.2,99,2.4,984.7,0.5,100,11.2
188,2016-01-08T20:00,5.3,99,2.4,984.9,0.7,100,11.6
189,2016-01-08T21:00,5.4,98,2.3,985.0,0.4,100,12.9
190,2016-01-08T22:00,5.3,98,2.0,985.1,0.3,100,14.2
191,2016-01-08T23:00,5.2,97,1.7,985.3,0.1,100,15.3
192,2016-01-09T00:00,5.2,96,1.6,985.4,0.0,92,15.6
193,2016-01-09T01:00,5.1,97,1.4,985.9,0.0,100,16.3
194,2016-01-09T02:00,4.8,100,1.2,985.9,0.1,100,15.9
195,2016-01-09T03:00,4.6,100,1.1,986.5,0.0,98,14.3
196,2016-01-09T04:00,4.2,100,0.9,987.0,0.0,100,13.1
197,2016-01-09T05:00,4.0,100,1.0,987.8,0.0,100,10.2
198,2016-01-09T06:00,3.7,100,0.7,988.3,0.0,100,10.3
199,2016-01-09T07:00,3.4,99,0.6,988.3,0.0,100,8.3
200,2016-01-09T08:00,3.0,99,0.2,988.9,0.0,100,7.2
201,2016-01-09T09:00,2.8,98,0.0,989.3,0.0,100,7.2
202,2016-01-09T10:00,2.7,96,-0.2,989.0,0.0,100,7.8
203,2016-01-09T11:00,2.7,94,-0.2,989.4,0.0,100,7.1
204,2016-01-09T12:00,2.6,93,0.0,989.5,0.0,100,5.0
205,2016-01-09T13:00,2.7,91,-0.3,988.6,0.2,100,7.2
206,2016-01-09T14:00,2.4,95,-0.9,987.8,0.6,100,9.3
207,2016-01-09T15:00,1.8,98,-1.8,987.3,0.8,100,11.3
208,2016-01-09T16:00,1.3,99,-2.7,986.4,1.4,100,14.5
209,2016-01-09T17:00,1.1,99,-2.3,987.1,1.7,100,10.1
210,2016-01-09T18:00,1.0,99,-2.9,986.8,1.6,100,13.4
211,2016-01-09T19:00,1.0,99,-3.5,986.6,1.0,100,17.3
212,2016-01-09T20:00,1.1,99,-3.9,986.4,0.7,100,20.2
213,2016-01-09T21:00,1.0,98,-4.3,986.2,0.6,100,22.5
214,2016-01-09T22:00,0.7,95,-5.2,985.9,0.5,100,25.6
215,2016-01-09T23:00,-0.1,92,-6.4,985.7,0.4,100,27.4
216,2016-01-10T00:00,-0.9,91,-7.4,985.9,0.3,100,27.7
217,2016-01-10T01:00,-1.6,91,-8.5,985.8,0.2,100,29.5
218,2016-01-10T02:00,-3.4,89,-10.5,985.5,0.0,100,29.6
219,2016-01-10T03:00,-3.6,88,-10.8,986.1,0.0,100,29.9
220,2016-01-10T04:00,-3.7,86,-11.1,986.5,0.0,100,31.0
221,2016-01-10T05:00,-4.2,85,-11.7,987.3,0.0,92,30.9
222,2016-01-10T06:00,-5.3,83,-13.0,988.2,0.0,90,31.7
223,2016-01-10T07:00,-6.5,82,-14.2,988.9,0.0,88,30.6
224,2016-01-10T08:00,-7.8,81,-15.4,989.9,0.0,88,29.8
225,2016-01-10T09:00,-9.1,80,-16.8,990.8,0.0,84,29.6
226,2016-01-10T10:00,-9.6,75,-17.3,992.0,0.0,82,29.0
227,2016-01-10T11:00,-9.8,72,-17.5,993.0,0.0,83,28.5
228,2016-01-10T12:00,-9.6,68,-17.2,993.5,0.0,68,27.2
229,2016-01-10T13:00,-9.4,64,-16.8,993.7,0.0,23,26.0
230,2016-01-10T14:00,-8.7,62,-16.0,993.9,0.0,22,25.0
231,2016-01-10T15:00,-8.4,57,-15.5,994.1,0.0,21,24.1
232,2016-01-10T16:00,-8.5,56,-15.8,994.6,0.0,12,24.9
233,2016-01-10T17:00,-9.3,58,-16.1,995.8,0.0,32,22.0
234,2016-01-10T18:00,-10.4,61,-17.6,996.3,0.0,65,24.2
235,2016-01-10T19:00,-11.3,63,-18.6,996.6,0.0,66,24.9
236,2016-01-10T20:00,-11.9,64,-19.3,997.0,0.0,45,24.9
237,2016-01-10T21:00,-12.5,65,-19.8,997.2,0.0,54,24.9
238,2016-01-10T22:00,-13.1,67,-20.4,997.3,0.0,49,24.1
239,2016-01-10T23:00,-13.9,69,-21.1,997.5,0.0,42,23.8
240,2016-01-11T00:00,-14.5,70,-21.7,997.7,0.0,41,23.8
241,2016-01-11T01:00,-15.0,72,-22.1,997.8,0.0,24,22.7
242,2016-01-11T02:00,-15.3,73,-22.3,998.1,0.0,22,21.6
243,2016-01-11T03:00,-15.5,75,-22.2,998.2,0.0,22,19.8
244,2016-01-11T04:00,-15.6,75,-22.1,998.3,0.0,35,18.4
245,2016-01-11T05:00,-15.7,74,-22.0,997.9,0.0,34,17.3
246,2016-01-11T06:00,-15.6,74,-21.6,997.6,0.0,33,15.1
247,2016-01-11T07:00,-15.3,72,-21.0,998.1,0.0,26,13.3
248,2016-01-11T08:00,-15.1,71,-20.5,998.1,0.0,30,11.2
249,2016-01-11T09:00,-14.5,67,-19.8,998.2,0.0,34,10.5
250,2016-01-11T10:00,-13.4,64,-18.6,998.3,0.0,67,9.7
251,2016-01-11T11:00,-12.0,62,-17.1,998.2,0.0,100,9.4
252,2016-01-11T12:00,-10.5,57,-15.7,997.1,0.0,100,10.5
253,2016-01-11T13:00,-9.1,58,-14.5,995.7,0.0,100,12.2
254,2016-01-11T14:00,-8.8,64,-14.3,993.7,0.0,100,13.3
255,2016-01-11T15:00,-7.7,65,-13.2,992.4,0.0,100,14.1
256,2016-01-11T16:00,-6.6,65,-12.4,991.3,0.0,100,16.6
257,2016-01-11T17:00,-6.1,69,-12.3,990.6,0.1,100,19.6
258,2016-01-11T18:00,-5.4,70,-11.8,989.5,0.2,100,21.0
259,2016-01-11T19:00,-4.9,72,-10.9,988.6,0.3,100,19.1
260,2016-01-11T20:00,-4.4,76,-10.7,987.6,0.3,100,22.1
261,2016-01-11T21:00,-3.9,79,-10.3,986.3,0.3,100,22.9
262,2016-01-11T22:00,-3.4,82,-9.7,985.3,0.3,100,23.3
263,2016-01-11T23:00,-3.0,84,-9.5,984.7,0.3,100,25.1
264,2016-01-12T00:00,-2.6,86,-9.5,983.9,0.3,100,28.1
265,2016-01-12T01:00,-3.4,79,-10.8,983.9,0.2,100,30.7
266,2016-01-12T02:00,-5.6,77,-13.6,984.4,0.0,87,32.8
267,2016-01-12T03:00,-6.9,76,-14.5,985.0,0.0,100,29.3
268,2016-01-12T04:00,-7.7,75,-14.7,985.5,0.0,100,24.7
269,2016-01-12T05:00,-8.1,74,-14.5,985.1,0.0,100,20.8
270,2016-01-12T06:00,-8.6,73,-15.6,986.1,0.0,100,24.3
271,2016-01-12T07:00,-10.0,71,-17.8,987.7,0.0,96,29.1
272,2016-01-12T08:00,-11.5,70,-19.6,989.0,0.0,87,30.3
273,2016-01-12T09:00,-12.9,71,-21.0,991.0,0.0,89,30.1
274,2016-01-12T10:00,-12.9,74,-20.9,992.5,0.0,87,29.2
275,2016-01-12T11:00,-13.5,73,-21.4,993.8,0.0,88,28.7
276,2016-01-12T12:00,-12.4,72,-20.3,994.7,0.0,44,28.5
277,2016-01-12T13:00,-12.2,70,-20.0,995.3,0.0,52,28.7
278,2016-01-12T14:00,-11.5,71,-19.3,995.7,0.0,65,28.5
279,2016-01-12T15:00,-11.4,69,-19.0,996.1,0.0,67,26.6
280,2016-01-12T16:00,-11.0,70,-18.4,997.0,0.0,41,25.9
281,2016-01-12T17:00,-11.6,70,-18.6,998.2,0.0,39,23.0
282,2016-01-12T18:00,-11.6,72,-18.6,999.4,0.0,21,22.7
283,2016-01-12T19:00,-12.5,71,-19.3,999.8,0.0,22,21.2
284,2016-01-12T20:00,-12.4,72,-19.0,1000.4,0.0,22,20.2
285,2016-01-12T21:00,-13.2,72,-19.6,1000.6,0.0,17,18.9
286,2016-01-12T22:00,-13.5,75,-19.8,1000.6,0.0,16,18.2
287,2016-01-12T23:00,-14.3,75,-20.8,1000.8,0.0,21,18.5
288,2016-01-13T00:00,-14.6,78,-21.1,1001.2,0.0,23,18.5
289,2016-01-13T01:00,-15.2,77,-21.5,1001.4,0.0,23,17.7
290,2016-01-13T02:00,-15.2,79,-21.3,1001.5,0.0,23,16.2
291,2016-01-13T03:00,-15.6,79,-21.6,1001.4,0.0,23,15.1
292,2016-01-13T04:00,-16.0,81,-22.0,1002.0,0.0,23,15.2
293,2016-01-13T05:00,-16.3,80,-21.9,1000.9,0.0,23,12.3
294,2016-01-13T06:00,-16.5,80,-21.7,1000.3,0.0,23,9.4
295,2016-01-13T07:00,-16.4,80,-21.5,999.8,0.0,22,9.0
296,2016-01-13T08:00,-16.2,79,-21.5,999.3,0.0,32,10.5
297,2016-01-13T09:00,-15.6,77,-21.6,998.8,0.0,69,15.0
298,2016-01-13T10:00,-14.3,72,-20.6,998.6,0.0,100,17.1
299,2016-01-13T11:00,-12.5,68,-18.9,998.4,0.0,100,18.0
300,2016-01-13T12:00,-10.8,68,-17.4,997.1,0.1,100,20.1
301,2016-01-13T13:00,-9.3,69,-15.9,995.6,0.2,100,20.8
302,2016-01-13T14:00,-8.7,71,-15.2,993.2,0.2,100,21.1
303,2016-01-13T15:00,-7.7,72,-14.1,991.7,0.1,100,20.4
304,2016-01-13T16:00,-6.5,70,-12.7,991.0,0.0,100,19.2
305,2016-01-13T17:00,-5.4,69,-11.0,990.7,0.0,85,16.1
306,2016-01-13T18:00,-4.5,68,-10.2,990.2,0.0,34,16.9
307,2016-01-13T19:00,-4.2,71,-10.0,989.4,0.0,5,18.5
308,2016-01-13T20:00,-4.0,74,-9.8,989.2,0.0,6,18.8
309,2016-01-13T21:00,-3.7,76,-9.3,988.6,0.0,11,17.6
310,2016-01-13T22:00,-3.4,79,-8.9,988.4,0.0,28,17.8
311,2016-01-13T23:00,-2.9,80,-8.5,988.1,0.0,26,18.6
312,2016-01-14T00:00,-2.4,81,-7.9,987.9,0.0,30,18.5
313,2016-01-14T01:00,-2.0,83,-7.4,987.4,0.0,33,17.7
314,2016-01-14T02:00,-2.2,84,-7.5,986.7,0.0,79,17.4
315,2016-01-14T03:00,-1.8,84,-7.1,986.5,0.0,82,17.7
316,2016-01-14T04:00,-1.5,85,-6.7,986.5,0.0,83,17.4
317,2016-01-14T05:00,-1.3,85,-6.2,985.9,0.0,88,15.6
318,2016-01-14T06:00,-1.1,85,-5.8,985.5,0.0,71,14.0
319,2016-01-14T07:00,-1.1,86,-5.5,985.5,0.0,82,12.5
320,2016-01-14T08:00,-1.3,87,-5.5,985.0,0.0,41,11.3
321,2016-01-14T09:00,-1.5,87,-5.9,984.6,0.0,29,11.8
322,2016-01-14T10:00,-1.0,84,-5.5,984.7,0.0,29,13.5
323,2016-01-14T11:00,0.3,81,-4.2,984.7,0.0,20,13.4
324,2016-01-14T12:00,1.6,78,-3.0,983.7,0.0,17,15.5
325,2016-01-14T13:00,2.8,76,-2.0,982.9,0.0,24,17.6
326,2016-01-14T14:00,4.4,68,-0.6,982.0,0.0,25,18.7
327,2016-01-14T15:00,5.1,67,0.3,981.3,0.0,22,17.7
328,2016-01-14T16:00,5.4,69,0.5,981.0,0.0,16,18.8
329,2016-01-14T17:00,5.3,72,0.7,981.2,0.0,1,17.5
330,2016-01-14T18:00,4.6,78,-0.2,980.8,0.0,0,19.6
331,2016-01-14T19:00,4.2,83,-1.0,980.4,0.0,0,23.2
332,2016-01-14T20:00,4.1,86,-1.3,980.0,0.0,6,24.1
333,2016-01-14T21:00,4.0,88,-1.2,979.5,0.0,8,23.9
334,2016-01-14T22:00,4.2,88,-1.2,979.5,0.0,1,25.0
335,2016-01-14T23:00,4.2,88,-1.2,979.2,0.0,0,24.9
336,2016-01-15T00:00,4.3,88,-1.1,978.5,0.0,0,25.1
337,2016-01-15T01:00,4.4,88,-1.1,978.2,0.0,5,26.5
338,2016-01-15T02:00,4.6,87,-1.1,977.5,0.0,10,27.3
339,2016-01-15T03:00,4.6,87,-1.0,977.3,0.0,26,26.3
340,2016-01-15T04:00,4.5,89,-0.8,976.7,0.0,32,25.3
341,2016-01-15T05:00,4.4,90,-0.8,976.0,0.0,31,24.7
342,2016-01-15T06:00,4.3,91,-0.8,975.6,0.0,30,23.8
343,2016-01-15T07:00,4.2,92,-0.5,975.2,0.0,41,21.3
344,2016-01-15T08:00,4.3,93,-0.0,975.1,0.0,66,18.4
345,2016-01-15T09:00,4.3,93,0.4,974.7,0.0,100,16.1
346,2016-01-15T10:00,4.5,93,0.6,975.0,0.1,100,16.1
347,2016-01-15T11:00,4.5,93,0.9,975.3,0.4,100,14.0
348,2016-01-15T12:00,4.6,94,1.1,975.3,0.5,100,14.0
349,2016-01-15T13:00,4.2,95,0.5,974.7,0.5,100,14.6
350,2016-01-15T14:00,2.9,94,-1.0,974.0,0.6,100,14.5
351,2016-01-15T15:00,2.2,93,-2.1,974.3,0.2,100,15.9
352,2016-01-15T16:00,1.7,89,-3.1,975.2,0.0,100,17.8
353,2016-01-15T17:00,1.5,87,-3.0,976.7,0.0,100,15.3
354,2016-01-15T18:00,1.1,88,-3.4,977.5,0.0,100,15.8
355,2016-01-15T19:00,0.8,89,-3.9,978.4,0.0,100,16.9
356,2016-01-15T20:00,0.6,88,-4.3,979.3,0.0,99,17.4
357,2016-01-15T21:00,0.3,86,-4.7,980.3,0.0,87,17.4
